
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending May 13, 2006 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2006
Rabies, animal cummulative for 2005
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2006
Rocky Mountain Spotted Fever cummulative for 2005
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2006
Salmonellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	53	101	186	1,605	2,207	8	36	98	338	214	413	854	2,249	9,102	9,606						
NEW ENGLAND	4	12	26	191	280	-	0	2	-	1	1	38	118	456	565						
Conn.	-	3	13	38	57	-	0	0	-	-	-	7	111	111	122						
Maine	2	1	4	27	21	N	0	0	N	N	-	2	8	18	45						
Mass.	-	4	17	101	171	-	0	2	-	-	-	20	41	271	315						
N.H.	-	0	3	5	3	-	0	1	-	-	-	2	12	27	35						
R.I.	-	0	4	1	6	-	0	2	-	1	-	0	17	20	19						
Vt.	2	1	7	19	22	-	0	0	-	-	1	1	10	9	29						
MID. ATLANTIC	14	18	40	288	298	-	1	8	7	14	41	91	274	979	1,191						
N.J.	N	0	0	N	N	-	0	3	-	3	-	14	41	88	225						
N.Y. (Upstate)	14	11	24	154	139	-	0	2	-	-	26	22	234	260	273						
N.Y. City	-	0	3	-	10	-	0	2	2	-	2	22	44	262	325						
Pa.	-	7	22	134	149	-	1	6	5	11	13	31	61	369	368						
E.N. CENTRAL	3	2	68	15	14	-	0	7	4	6	45	100	241	1,179	1,334						
Ill.	-	0	4	-	1	-	0	4	1	3	-	28	163	230	464						
Ind.	1	0	3	3	2	-	0	1	1	-	20	11	69	165	118						
