
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 7, 2012 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2012
Rabies, animal cummulative for 2011
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2012
Salmonellosis cummulative for 2011
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2012
Shiga toxin-producing E. coli(STEC)† cummulative for 2011

tab delimited data:
test
UNITED STATES	22	77	124	708	919	245	924	1,948	5,919	7,056	33	99	237	568	683						
NEW ENGLAND	7	6	16	101	32	6	37	107	228	350	-	3	13	17	24						
Conn.	-	3	10	46	6	-	7	30	69	97	-	1	4	7	8						
Maine	3	1	6	31	10	2	2	7	13	27	-	0	3	-	1						
Mass.	-	0	0	-	-	-	18	44	104	183	-	1	9	9	5						
N.H.	-	0	3	8	4	-	3	8	12	24	-	0	3	-	8						
R.I.	-	0	6	6	3	4	1	62	16	9	-	0	2	-	1						
Vt.	4	0	4	10	9	-	1	8	14	10	-	0	3	1	1						
MID. ATLANTIC	5	15	36	109	202	26	96	209	688	814	5	11	35	66	101						
N.J.	-	0	0	-	-	-	21	48	102	168	-	2	7	6	32						
N.Y. (Upstate)	5	7	20	65	59	20	24	67	206	174	4	3	13	23	23						
N.Y. City	-	0	3	-	2	-	20	44	184	200	-	2	6	13	14						
Pa.	-	8	21	44	141	6	31	114	196	272	1	3	17	24	32						
E.N. CENTRAL	1	3	20	16	13	21	90	185	540	833	6	17	55	90	129						
Ill.	1	0	6	2	4	-	27	80	179	278	-	4	14	19	26						
Ind.	-	0	7	-	-	-	8	27	27	86	-	2	10	4	21						
Mich.	-	1	6	8	5	2	15	42	117	130	-	3	19	43	26						
Ohio	-	1	6	6	4	19	20	46	181	210	6	3	9	21	28						
Wis.	N	0	0	N	N	-	12	48	36	129	-	4	22	3	28						
W.N. CENTRAL	-	1	8	21	18	18	54	113	299	480	4	16	61	64	99						
Iowa	-	0	0	-	-	2	7	19	64	97	-	2	15	11	18						
Kans.	-	0	4	7	9	-	9	27	54	59	-	2	8	5	16						
Minn.	-	0	0	-	-	-	14	33	-	124	-	6	24	-	30						
Mo.	-	0	4	7	2	13	15	42	132	132	4	5	32	33	23						
Nebr.	-	0	3	-	4	3	4	13	30	32	-	1	7	9	10						
N. Dak.	-	0	4	7	3	-	0	15	-	-	-	0	4	-	-						
S. Dak.	-	0	0	-	-	-	2	10	19	36	-	1	4	6	2						
S. ATLANTIC	2	19	48	225	329	114	277	741	2,056	1,840	7	12	32	114	106						
Del.	-	0	0	-	-	-	2	12	20	26	-	0	2	2	3						
D.C.	-	0	0	-	-	-	1	6	-	12	-	0	1	1	2						
Fla.	-	0	17	30	120	66	107	203	874	718	6	3	9	49	21						
Ga.	-	0	0	-	-	9	43	139	217	351	-	2	8	10	20						
Md.	-	6	13	68	75	18	20	46	176	149	1	1	4	12	13						
N.C.	-	0	0	-	-	10	35	251	444	259	-	2	26	19	24						
S.C.	N	0	0	N	N	6	27	71	148	136	-	0	2	5	6						
Va.	2	11	27	115	128	5	20	57	158	183	-	2	8	14	17						
