
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 6, 1998 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	20,034	25,974	212,087	190,686	453	255	124,729	115,161	1,637	1,246											
NEW ENGLAND	640	897	7,952	7,327	56	42	2,074	2,455	19	29											
Maine	13	25	394	395	1	-	19	24	-	-											
N.H.	21	14	385	326	10	11	37	55	-	-											
Vt.	10	18	163	171	-	-	13	24	-	1											
Mass.	275	416	3,567	3,016	26	20	856	926	18	25											
R.I.	58	70	1,058	884	3	1	156	207	1	3											
Conn.	263	354	2,385	2,535	16	10	993	1,219	-	-											
MID. ATLANTIC	5,695	8,265	26,790	24,051	41	10	14,944	14,716	167	149											
Upstate N.Y.	710	1,336	N	N	33	-	2,489	2,639	130	115											
N.Y. City	3,153	4,136	14,435	12,814	2	5	6,131	5,650	-	-											
N.J.	993	1,783	4,148	4,361	6	4	2,531	3,064	-	-											
Pa.	839	1,010	8,207	6,876	N	1	3,793	3,363	37	34											
E.N. CENTRAL	1,518	1,809	36,559	31,064	77	45	24,661	18,459	205	287											
Ohio	281	394	10,507	9,421	23	6	6,277	5,775	6	7											
Ind.	293	328	3,092	3,475	10	19	1,977	2,398	3	7											
Ill.	610	602	10,265	5,499	25	-	8,111	2,686	7	46											
Mich.	252	394	9,364	8,144	19	7	6,989	5,720	189	211											
Wis.	82	91	3,331	4,525	N	13	1,307	1,880	-	16											
W.N. CENTRAL	351	520	12,809	13,167	54	31	6,278	5,818	103	31											
Minn.	56	83	1,830	2,760	23	17	650	961	-	2											
Iowa	20	66	1,815	1,908	6	-	560	485	12	14											
Mo.	176	254	4,904	4,891	8	12	3,645	3,159	87	4											
N. Dak.	4	4	290	359	1	1	29	24	-	2											
S. Dak.	9	2	711	501	1	-	119	52	-	-											
Nebr.	36	48	976	834	6	-	340	299	2	2											
Kans.	50	63	2,283	1,914	9	1	935	838	2	7											
S. ATLANTIC	5,037	6,477	44,961	36,298	35	14	36,488	34,742	76	88											
Del.	57	111	1,074	612	-	1	576	457	-	-											
Md.	571	742	3,510	2,982	10	4	3,874	4,906	5	1											
D.C.	413	469	N	N	1	-	1,507	1,725	-	-											
Va.	368	552	3,980	4,738	N	7	2,561	3,343	3	8											
W. Va.	47	38	1,211	1,306	N	-	335	412	3	7											
N.C.	335	363	9,520	6,995	9	2	7,980	6,753	11	25											
S.C.	318	295	7,817	5,174	1	-	5,085	4,625	1	19											
Ga.	608	856	10,221	3,982	2	-	8,554	5,263	8	-											
Fla.	2,320	3,051	7,628	10,509	11	-	6,016	7,258	45	28											
E.S. CENTRAL	788	807	14,566	13,788	33	11	13,748	13,912	61	149											
Ky.	101	112	2,596	2,754	9	-	1,419	1,768	10	7											
Tenn.	272	354	5,322	5,131	19	10	4,473	4,273	48	89											
Ala.	233	196	3,917	3,339	5	-	5,083	4,691	3	5											
Miss.	182	145	2,731	2,564	U	1	2,773	3,180	U	48											
W.S. CENTRAL	2,473	2,590	28,703	21,344	27	5	16,641	14,366	463	142											
Ark.	81	96	1,239	1,144	1	1	1,114	1,859	1	5											
La.	415	493	4,991	3,346	-	1	4,230	3,131	6	82											
Okla.	134	138	4,368	3,113	3	3	2,371	1,954	5	4											
Tex.	1,843	1,863	18,105	13,741	23	-	8,926	7,422	451	51											
MOUNTAIN	725	751	7,501	11,187	41	33	2,743	3,042	197	156											
Mont.	13	18	515	430	2	-	22	17	4	7											
Idaho	14	22	800	616	4	-	72	45	80	21											
Wyo.	2	13	287	223	-	-	15	25	30	56											
Colo.	127	194	-	1,993	11	8	971	773	13	19											
N. Mex.	111	66	1,614	1,634	9	6	292	372	40	28											
Ariz.	286	188	3,315	4,354	N	7	1,213	1,370	1	16											
Utah	57	60	717	685	11	7	66	88	16	3											
Nev.	115	190	253	1,252	4	5	92	352	13	6											
PACIFIC	2,807	3,858	32,246	32,460	89	64	7,152	7,651	346	215											
Wash.	203	287	4,648	3,836	20	22	784	816	10	11											
Oreg.	88	144	2,361	1,982	25	21	327	305	2	2											
Calif.	2,463	3,377	23,603	25,373	43	18	5,733	6,147	280	129											
Alaska	12	22	811	576	1	-	143	181	1	-											
Hawaii	41	28	823	693	N	3	165	202	53	73											
Guam	-	2	8	193	N	-	2	27	-	-											
P.R.	834	760	U	U	-	U	176	260	-	53											
V.I.	17	35	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	7	16	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


